<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.06.05	03:00:00	1.06970	1.06972	1.06902	1.06937	1760	0	0
2023.06.05	04:00:00	1.06938	1.07015	1.06906	1.07015	2241	0	0
2023.06.05	05:00:00	1.07015	1.07046	1.06986	1.07002	1563	0	0
2023.06.05	06:00:00	1.07001	1.07040	1.06991	1.07024	1119	0	0
2023.06.05	07:00:00	1.07025	1.07033	1.06964	1.06999	1035	0	0
2023.06.05	08:00:00	1.06999	1.07037	1.06940	1.07012	1459	0	0
2023.06.05	09:00:00	1.07012	1.07012	1.06891	1.06937	2740	0	0
2023.06.05	10:00:00	1.06936	1.06993	1.06834	1.06899	3712	0	0
2023.06.05	11:00:00	1.06898	1.06977	1.06853	1.06959	2722	0	0
2023.06.05	12:00:00	1.06959	1.06990	1.06899	1.06923	2140	0	0
2023.06.05	13:00:00	1.06922	1.06950	1.06868	1.06929	1574	0	0
2023.06.05	14:00:00	1.06929	1.06950	1.06849	1.06895	1385	0	0
2023.06.05	15:00:00	1.06895	1.06917	1.06745	1.06788	2393	0	0
2023.06.05	16:00:00	1.06788	1.06913	1.06777	1.06804	3478	0	0
2023.06.05	17:00:00	1.06804	1.07223	1.06804	1.07107	8056	0	0
2023.06.05	18:00:00	1.07105	1.07206	1.07031	1.07206	2979	0	0
2023.06.05	19:00:00	1.07206	1.07213	1.07097	1.07115	1774	0	0
2023.06.05	20:00:00	1.07115	1.07140	1.07074	1.07128	1265	0	0
2023.06.05	21:00:00	1.07128	1.07172	1.07109	1.07136	1499	0	0
2023.06.05	22:00:00	1.07136	1.07175	1.07112	1.07124	1280	0	0
2023.06.05	23:00:00	1.07124	1.07133	1.07096	1.07129	635	0	0
2023.06.06	00:00:00	1.07116	1.07136	1.07089	1.07098	164	0	3
2023.06.06	01:00:00	1.07098	1.07142	1.07094	1.07134	835	0	0
2023.06.06	02:00:00	1.07131	1.07140	1.07074	1.07114	839	0	0
2023.06.06	03:00:00	1.07114	1.07170	1.07098	1.07161	831	0	0
2023.06.06	04:00:00	1.07161	1.07169	1.07128	1.07154	1351	0	0
2023.06.06	05:00:00	1.07155	1.07246	1.07153	1.07185	1618	0	0
2023.06.06	06:00:00	1.07185	1.07194	1.07144	1.07160	1017	0	0
2023.06.06	07:00:00	1.07160	1.07240	1.07150	1.07233	1848	0	0
2023.06.06	08:00:00	1.07233	1.07314	1.07225	1.07247	1712	0	0
2023.06.06	09:00:00	1.07247	1.07327	1.07214	1.07241	2935	0	0
2023.06.06	10:00:00	1.07240	1.07275	1.07072	1.07145	4499	0	0
2023.06.06	11:00:00	1.07149	1.07150	1.06951	1.06992	4095	0	0
2023.06.06	12:00:00	1.06993	1.07010	1.06893	1.06921	2532	0	0
2023.06.06	13:00:00	1.06917	1.06995	1.06824	1.06977	2414	0	0
2023.06.06	14:00:00	1.06977	1.07002	1.06761	1.06769	2362	0	0
2023.06.06	15:00:00	1.06767	1.06838	1.06670	1.06706	3167	0	0
2023.06.06	16:00:00	1.06705	1.06827	1.06692	1.06725	3635	0	0
2023.06.06	17:00:00	1.06725	1.06912	1.06710	1.06907	4185	0	0
2023.06.06	18:00:00	1.06907	1.06969	1.06845	1.06944	3119	0	0
2023.06.06	19:00:00	1.06944	1.06978	1.06873	1.06885	1675	0	0
2023.06.06	20:00:00	1.06885	1.06885	1.06822	1.06858	1140	0	0
2023.06.06	21:00:00	1.06858	1.06963	1.06848	1.06941	911	0	0
2023.06.06	22:00:00	1.06941	1.06960	1.06905	1.06917	816	0	0
2023.06.06	23:00:00	1.06918	1.06933	1.06902	1.06925	703	0	0
2023.06.07	00:00:00	1.06927	1.06951	1.06882	1.06941	173	0	0
2023.06.07	01:00:00	1.06943	1.06951	1.06935	1.06949	381	0	1
2023.06.07	02:00:00	1.06949	1.06992	1.06923	1.06987	611	0	0
2023.06.07	03:00:00	1.06986	1.07044	1.06972	1.07005	1272	0	0
2023.06.07	04:00:00	1.07005	1.07015	1.06929	1.06965	1395	0	0
2023.06.07	05:00:00	1.06965	1.06967	1.06888	1.06928	1286	0	0
2023.06.07	06:00:00	1.06928	1.06936	1.06893	1.06929	1292	0	0
2023.06.07	07:00:00	1.06929	1.06956	1.06892	1.06903	783	0	0
2023.06.07	08:00:00	1.06903	1.06904	1.06833	1.06849	1174	0	0
2023.06.07	09:00:00	1.06847	1.06860	1.06728	1.06765	2514	0	0
2023.06.07	10:00:00	1.06765	1.06864	1.06685	1.06840	2978	0	0
2023.06.07	11:00:00	1.06840	1.06934	1.06791	1.06930	2193	0	0
2023.06.07	12:00:00	1.06930	1.06975	1.06900	1.06963	2319	0	0
2023.06.07	13:00:00	1.06963	1.07186	1.06962	1.07150	2502	0	0
2023.06.07	14:00:00	1.07150	1.07230	1.07128	1.07155	2712	0	0
2023.06.07	15:00:00	1.07154	1.07180	1.07053	1.07160	2824	0	0
2023.06.07	16:00:00	1.07160	1.07387	1.07141	1.07373	3897	0	0
2023.06.07	17:00:00	1.07372	1.07397	1.07029	1.07078	7565	0	0
2023.06.07	18:00:00	1.07077	1.07105	1.06951	1.07013	3438	0	0
2023.06.07	19:00:00	1.07012	1.07067	1.06926	1.06931	2546	0	0
2023.06.07	20:00:00	1.06931	1.06996	1.06909	1.06988	1772	0	0
2023.06.07	21:00:00	1.06986	1.07032	1.06973	1.07023	1266	0	0
2023.06.07	22:00:00	1.07023	1.07054	1.06935	1.06937	1518	0	0
2023.06.07	23:00:00	1.06937	1.07000	1.06937	1.06983	777	0	0
2023.06.08	00:00:00	1.06986	1.06987	1.06930	1.06974	164	0	5
2023.06.08	01:00:00	1.06982	1.07017	1.06974	1.06992	920	0	0
2023.06.08	02:00:00	1.06993	1.07071	1.06966	1.07068	1020	0	0
2023.06.08	03:00:00	1.07069	1.07103	1.07061	1.07085	1276	0	0
2023.06.08	04:00:00	1.07085	1.07100	1.07029	1.07088	1883	0	0
2023.06.08	05:00:00	1.07088	1.07115	1.07062	1.07067	1675	0	0
2023.06.08	06:00:00	1.07067	1.07109	1.07058	1.07084	1167	0	0
2023.06.08	07:00:00	1.07084	1.07135	1.07055	1.07115	1056	0	0
2023.06.08	08:00:00	1.07115	1.07174	1.07091	1.07103	1515	0	0
2023.06.08	09:00:00	1.07102	1.07192	1.07075	1.07111	2337	0	0
2023.06.08	10:00:00	1.07111	1.07131	1.07009	1.07130	3302	0	0
2023.06.08	11:00:00	1.07132	1.07300	1.07100	1.07266	2528	0	0
2023.06.08	12:00:00	1.07266	1.07337	1.07208	1.07288	2750	0	0
2023.06.08	13:00:00	1.07288	1.07330	1.07262	1.07299	1749	0	0
2023.06.08	14:00:00	1.07298	1.07391	1.07238	1.07356	2660	0	0
2023.06.08	15:00:00	1.07355	1.07590	1.07334	1.07468	5980	0	0
2023.06.08	16:00:00	1.07468	1.07692	1.07420	1.07656	5693	0	0
2023.06.08	17:00:00	1.07656	1.07760	1.07616	1.07692	5045	0	0
2023.06.08	18:00:00	1.07692	1.07834	1.07672	1.07787	3361	0	0
2023.06.08	19:00:00	1.07787	1.07871	1.07770	1.07846	1960	0	0
2023.06.08	20:00:00	1.07845	1.07858	1.07778	1.07780	1878	0	0
2023.06.08	21:00:00	1.07781	1.07824	1.07778	1.07791	1425	0	0
2023.06.08	22:00:00	1.07792	1.07798	1.07735	1.07790	1249	0	0
2023.06.08	23:00:00	1.07790	1.07830	1.07788	1.07819	645	0	0
2023.06.09	00:00:00	1.07813	1.07846	1.07786	1.07805	258	0	0
2023.06.09	01:00:00	1.07805	1.07842	1.07805	1.07839	387	0	0
2023.06.09	02:00:00	1.07839	1.07849	1.07816	1.07817	656	0	0
2023.06.09	03:00:00	1.07818	1.07850	1.07814	1.07820	1531	0	0
2023.06.09	04:00:00	1.07820	1.07848	1.07795	1.07806	1698	0	0
2023.06.09	05:00:00	1.07806	1.07810	1.07757	1.07767	1464	0	0
2023.06.09	06:00:00	1.07767	1.07803	1.07764	1.07779	977	0	0
2023.06.09	07:00:00	1.07779	1.07785	1.07745	1.07752	935	0	0
2023.06.09	08:00:00	1.07752	1.07840	1.07752	1.07777	1224	0	0
2023.06.09	09:00:00	1.07781	1.07822	1.07725	1.07786	2270	0	0
2023.06.09	10:00:00	1.07786	1.07796	1.07674	1.07755	3692	0	0
2023.06.09	11:00:00	1.07754	1.07758	1.07592	1.07633	3207	0	0
2023.06.09	12:00:00	1.07634	1.07682	1.07580	1.07584	2123	0	0
2023.06.09	13:00:00	1.07585	1.07628	1.07565	1.07611	2033	0	0
2023.06.09	14:00:00	1.07611	1.07816	1.07601	1.07731	2682	0	0
2023.06.09	15:00:00	1.07732	1.07840	1.07634	1.07669	4274	0	0
2023.06.09	16:00:00	1.07669	1.07750	1.07614	1.07709	3988	0	0
2023.06.09	17:00:00	1.07708	1.07733	1.07537	1.07566	3822	0	0
2023.06.09	18:00:00	1.07566	1.07596	1.07466	1.07480	2526	0	0
2023.06.09	19:00:00	1.07479	1.07524	1.07436	1.07482	1602	0	0
2023.06.09	20:00:00	1.07482	1.07523	1.07461	1.07485	1393	0	0
2023.06.09	21:00:00	1.07485	1.07507	1.07460	1.07496	907	0	0
2023.06.09	22:00:00	1.07497	1.07507	1.07428	1.07440	978	0	0
2023.06.09	23:00:00	1.07440	1.07498	1.07439	1.07479	861	0	0
2023.06.12	00:00:00	1.07471	1.07495	1.07447	1.07449	344	0	18
2023.06.12	01:00:00	1.07456	1.07494	1.07430	1.07448	655	0	0
2023.06.12	02:00:00	1.07448	1.07514	1.07439	1.07499	642	0	0
2023.06.12	03:00:00	1.07499	1.07503	1.07442	1.07452	643	0	0
2023.06.12	04:00:00	1.07452	1.07460	1.07362	1.07368	1593	0	0
2023.06.12	05:00:00	1.07368	1.07386	1.07331	1.07385	1064	0	0
2023.06.12	06:00:00	1.07385	1.07415	1.07365	1.07410	709	0	0
2023.06.12	07:00:00	1.07410	1.07443	1.07390	1.07408	869	0	0
2023.06.12	08:00:00	1.07409	1.07504	1.07405	1.07490	1213	0	0
2023.06.12	09:00:00	1.07490	1.07537	1.07453	1.07490	1679	0	0
2023.06.12	10:00:00	1.07490	1.07722	1.07441	1.07695	3257	0	0
2023.06.12	11:00:00	1.07695	1.07839	1.07678	1.07770	3550	0	0
2023.06.12	12:00:00	1.07770	1.07903	1.07744	1.07852	2800	0	0
2023.06.12	13:00:00	1.07852	1.07875	1.07676	1.07727	2960	0	0
2023.06.12	14:00:00	1.07727	1.07756	1.07613	1.07629	2206	0	0
2023.06.12	15:00:00	1.07628	1.07715	1.07605	1.07662	2730	0	0
2023.06.12	16:00:00	1.07662	1.07715	1.07431	1.07530	4116	0	0
2023.06.12	17:00:00	1.07530	1.07617	1.07450	1.07471	4428	0	0
2023.06.12	18:00:00	1.07472	1.07569	1.07444	1.07460	2916	0	0
2023.06.12	19:00:00	1.07460	1.07517	1.07439	1.07486	2032	0	0
2023.06.12	20:00:00	1.07486	1.07540	1.07449	1.07534	1464	0	0
2023.06.12	21:00:00	1.07534	1.07592	1.07505	1.07559	1261	0	0
2023.06.12	22:00:00	1.07559	1.07633	1.07559	1.07600	1342	0	0
2023.06.12	23:00:00	1.07602	1.07605	1.07561	1.07570	692	0	0
2023.06.13	00:00:00	1.07559	1.07572	1.07522	1.07568	154	0	4
2023.06.13	01:00:00	1.07577	1.07612	1.07572	1.07600	741	0	0
2023.06.13	02:00:00	1.07599	1.07642	1.07591	1.07620	928	0	0
2023.06.13	03:00:00	1.07621	1.07668	1.07597	1.07604	1126	0	0
2023.06.13	04:00:00	1.07604	1.07685	1.07593	1.07674	1297	0	0
2023.06.13	05:00:00	1.07674	1.07755	1.07660	1.07743	1077	0	0
2023.06.13	06:00:00	1.07743	1.07801	1.07741	1.07790	1334	0	0
2023.06.13	07:00:00	1.07790	1.07830	1.07760	1.07820	893	0	0
2023.06.13	08:00:00	1.07820	1.07961	1.07812	1.07826	2435	0	0
2023.06.13	09:00:00	1.07831	1.07979	1.07814	1.07925	3018	0	0
2023.06.13	10:00:00	1.07923	1.08075	1.07923	1.07997	3701	0	0
2023.06.13	11:00:00	1.07997	1.08084	1.07940	1.08076	2748	0	0
2023.06.13	12:00:00	1.08074	1.08107	1.08006	1.08057	2551	0	0
2023.06.13	13:00:00	1.08057	1.08067	1.07951	1.07984	1937	0	0
2023.06.13	14:00:00	1.07986	1.07987	1.07919	1.07940	2040	0	0
2023.06.13	15:00:00	1.07940	1.08235	1.07788	1.08141	7791	0	0
2023.06.13	16:00:00	1.08141	1.08179	1.07920	1.07942	6368	0	0
2023.06.13	17:00:00	1.07941	1.08078	1.07781	1.08020	5936	0	0
2023.06.13	18:00:00	1.08020	1.08089	1.07859	1.07912	3621	0	0
2023.06.13	19:00:00	1.07910	1.08037	1.07901	1.08023	2201	0	0
2023.06.13	20:00:00	1.08023	1.08043	1.07867	1.07890	1816	0	0
2023.06.13	21:00:00	1.07890	1.07908	1.07829	1.07901	1909	0	0
2023.06.13	22:00:00	1.07900	1.07957	1.07847	1.07916	1523	0	0
2023.06.13	23:00:00	1.07916	1.07931	1.07904	1.07930	637	0	0
2023.06.14	00:00:00	1.07934	1.07940	1.07879	1.07892	248	0	0
2023.06.14	01:00:00	1.07892	1.07920	1.07881	1.07914	926	0	0
2023.06.14	02:00:00	1.07914	1.07919	1.07881	1.07894	447	0	0
2023.06.14	03:00:00	1.07895	1.07930	1.07856	1.07899	1404	0	0
