<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.01	13:00:00	1.17329	1.17336	1.17159	1.17253	3892	0	0
2025.10.01	14:00:00	1.17254	1.17401	1.17252	1.17344	3247	0	0
2025.10.01	15:00:00	1.17344	1.17689	1.17217	1.17491	9705	0	0
2025.10.01	16:00:00	1.17491	1.17616	1.17461	1.17539	6597	0	0
2025.10.01	17:00:00	1.17536	1.17635	1.17311	1.17466	8864	0	0
2025.10.01	18:00:00	1.17460	1.17493	1.17214	1.17230	6093	0	0
2025.10.01	19:00:00	1.17227	1.17267	1.17156	1.17228	3650	0	0
2025.10.01	20:00:00	1.17228	1.17326	1.17228	1.17238	2404	0	0
2025.10.01	21:00:00	1.17240	1.17419	1.17216	1.17347	2542	0	0
2025.10.01	22:00:00	1.17347	1.17371	1.17297	1.17305	2138	0	0
2025.10.01	23:00:00	1.17306	1.17314	1.17263	1.17312	1768	0	0
2025.10.02	00:00:00	1.17286	1.17326	1.17247	1.17310	2167	0	19
2025.10.02	01:00:00	1.17308	1.17375	1.17298	1.17338	1071	0	0
2025.10.02	02:00:00	1.17339	1.17372	1.17329	1.17329	641	0	0
2025.10.02	03:00:00	1.17328	1.17351	1.17246	1.17298	2045	0	0
2025.10.02	04:00:00	1.17298	1.17392	1.17239	1.17388	2044	0	0
2025.10.02	05:00:00	1.17389	1.17419	1.17369	1.17371	1138	0	0
2025.10.02	06:00:00	1.17370	1.17388	1.17327	1.17348	1029	0	0
2025.10.02	07:00:00	1.17348	1.17359	1.17301	1.17343	926	0	0
2025.10.02	08:00:00	1.17343	1.17371	1.17295	1.17356	1397	0	0
2025.10.02	09:00:00	1.17356	1.17449	1.17341	1.17426	3452	0	0
2025.10.02	10:00:00	1.17430	1.17567	1.17410	1.17500	3531	0	0
2025.10.02	11:00:00	1.17501	1.17568	1.17450	1.17537	3352	0	0
2025.10.02	12:00:00	1.17537	1.17583	1.17507	1.17549	2884	0	0
2025.10.02	13:00:00	1.17549	1.17549	1.17462	1.17520	2514	0	0
2025.10.02	14:00:00	1.17520	1.17566	1.17471	1.17504	2744	0	0
2025.10.02	15:00:00	1.17503	1.17584	1.17345	1.17375	3592	0	0
2025.10.02	16:00:00	1.17375	1.17439	1.17135	1.17223	5820	0	0
2025.10.02	17:00:00	1.17223	1.17224	1.17049	1.17135	6024	0	0
2025.10.02	18:00:00	1.17131	1.17135	1.16832	1.16966	5194	0	0
2025.10.02	19:00:00	1.16965	1.17150	1.16951	1.17149	3238	0	0
2025.10.02	20:00:00	1.17148	1.17204	1.17123	1.17136	2234	0	0
2025.10.02	21:00:00	1.17136	1.17223	1.17125	1.17211	1778	0	0
2025.10.02	22:00:00	1.17211	1.17267	1.17174	1.17188	1420	0	0
2025.10.02	23:00:00	1.17189	1.17241	1.17143	1.17154	1301	0	0
2025.10.03	00:00:00	1.17137	1.17181	1.17095	1.17162	971	0	4
2025.10.03	01:00:00	1.17167	1.17211	1.17154	1.17192	655	0	0
2025.10.03	02:00:00	1.17192	1.17259	1.17187	1.17247	677	0	0
2025.10.03	03:00:00	1.17246	1.17246	1.17190	1.17243	1448	0	0
2025.10.03	04:00:00	1.17242	1.17293	1.17164	1.17267	2660	0	0
2025.10.03	05:00:00	1.17268	1.17276	1.17206	1.17245	1373	0	0
2025.10.03	06:00:00	1.17245	1.17268	1.17198	1.17263	1039	0	0
2025.10.03	07:00:00	1.17263	1.17281	1.17180	1.17180	1061	0	0
2025.10.03	08:00:00	1.17179	1.17215	1.17149	1.17170	1946	0	0
2025.10.03	09:00:00	1.17170	1.17291	1.17161	1.17204	2400	0	0
2025.10.03	10:00:00	1.17206	1.17342	1.17206	1.17322	2413	0	0
2025.10.03	11:00:00	1.17323	1.17446	1.17311	1.17402	3121	0	0
2025.10.03	12:00:00	1.17402	1.17407	1.17313	1.17372	2068	0	0
2025.10.03	13:00:00	1.17373	1.17398	1.17338	1.17363	1718	0	0
2025.10.03	14:00:00	1.17364	1.17429	1.17311	1.17339	2618	0	0
2025.10.03	15:00:00	1.17346	1.17409	1.17272	1.17394	3562	0	0
2025.10.03	16:00:00	1.17395	1.17445	1.17327	1.17385	4321	0	0
2025.10.03	17:00:00	1.17384	1.17589	1.17341	1.17408	7617	0	0
2025.10.03	18:00:00	1.17408	1.17488	1.17366	1.17462	3515	0	0
2025.10.03	19:00:00	1.17463	1.17484	1.17378	1.17399	2049	0	0
2025.10.03	20:00:00	1.17398	1.17416	1.17321	1.17338	1935	0	0
2025.10.03	21:00:00	1.17338	1.17403	1.17268	1.17398	1976	0	0
2025.10.03	22:00:00	1.17397	1.17422	1.17372	1.17410	1319	0	0
2025.10.03	23:00:00	1.17409	1.17445	1.17373	1.17373	1440	0	0
2025.10.06	00:00:00	1.17198	1.17254	1.17187	1.17246	617	0	6
2025.10.06	01:00:00	1.17245	1.17267	1.17159	1.17163	3081	0	0
2025.10.06	02:00:00	1.17163	1.17165	1.17063	1.17118	4108	0	0
2025.10.06	03:00:00	1.17124	1.17190	1.17100	1.17162	3343	0	0
2025.10.06	04:00:00	1.17164	1.17249	1.17101	1.17240	2519	0	0
2025.10.06	05:00:00	1.17240	1.17309	1.17238	1.17271	1690	0	0
2025.10.06	06:00:00	1.17271	1.17301	1.17234	1.17244	1510	0	0
2025.10.06	07:00:00	1.17244	1.17273	1.17197	1.17202	1846	0	0
2025.10.06	08:00:00	1.17202	1.17253	1.17140	1.17171	1801	0	0
2025.10.06	09:00:00	1.17171	1.17196	1.16903	1.16936	4211	0	0
2025.10.06	10:00:00	1.16935	1.17122	1.16624	1.16627	7151	0	0
2025.10.06	11:00:00	1.16628	1.16799	1.16517	1.16678	5917	0	0
2025.10.06	12:00:00	1.16676	1.16697	1.16572	1.16662	3710	0	0
2025.10.06	13:00:00	1.16663	1.16670	1.16527	1.16633	3258	0	0
2025.10.06	14:00:00	1.16634	1.16789	1.16576	1.16753	3248	0	0
2025.10.06	15:00:00	1.16753	1.16897	1.16730	1.16891	5618	0	0
2025.10.06	16:00:00	1.16891	1.17029	1.16839	1.16994	4740	0	0
2025.10.06	17:00:00	1.16994	1.17178	1.16951	1.17166	5022	0	0
2025.10.06	18:00:00	1.17166	1.17210	1.17031	1.17064	3767	0	0
2025.10.06	19:00:00	1.17065	1.17122	1.17031	1.17121	2137	0	0
2025.10.06	20:00:00	1.17121	1.17160	1.17097	1.17103	1891	0	0
2025.10.06	21:00:00	1.17103	1.17157	1.17095	1.17126	1682	0	0
2025.10.06	22:00:00	1.17125	1.17169	1.17102	1.17108	1583	0	0
2025.10.06	23:00:00	1.17106	1.17139	1.17085	1.17088	1483	0	0
2025.10.07	00:00:00	1.17088	1.17146	1.17063	1.17081	911	0	11
2025.10.07	01:00:00	1.17075	1.17148	1.17070	1.17098	1941	0	0
2025.10.07	02:00:00	1.17098	1.17143	1.17083	1.17093	1410	0	0
2025.10.07	03:00:00	1.17094	1.17111	1.17043	1.17088	2226	0	0
2025.10.07	04:00:00	1.17088	1.17089	1.16965	1.16968	1599	0	0
2025.10.07	05:00:00	1.16968	1.17059	1.16968	1.17017	1230	0	0
2025.10.07	06:00:00	1.17017	1.17072	1.16998	1.17033	1118	0	0
2025.10.07	07:00:00	1.17033	1.17074	1.16944	1.16983	1298	0	0
2025.10.07	08:00:00	1.16983	1.16998	1.16874	1.16919	1724	0	0
2025.10.07	09:00:00	1.16919	1.16919	1.16830	1.16869	3430	0	0
2025.10.07	10:00:00	1.16868	1.16880	1.16703	1.16764	3385	0	0
2025.10.07	11:00:00	1.16764	1.16827	1.16651	1.16659	2664	0	0
2025.10.07	12:00:00	1.16658	1.16711	1.16606	1.16665	2717	0	0
2025.10.07	13:00:00	1.16665	1.16758	1.16631	1.16741	2579	0	0
2025.10.07	14:00:00	1.16741	1.16742	1.16540	1.16626	2978	0	0
2025.10.07	15:00:00	1.16622	1.16670	1.16540	1.16668	4073	0	0
2025.10.07	16:00:00	1.16668	1.16702	1.16594	1.16604	4473	0	0
2025.10.07	17:00:00	1.16603	1.16661	1.16547	1.16631	4825	0	0
2025.10.07	18:00:00	1.16631	1.16800	1.16616	1.16731	4445	0	0
2025.10.07	19:00:00	1.16730	1.16813	1.16699	1.16701	3333	0	0
2025.10.07	20:00:00	1.16701	1.16794	1.16666	1.16673	2794	0	0
2025.10.07	21:00:00	1.16674	1.16680	1.16567	1.16578	2770	0	0
2025.10.07	22:00:00	1.16577	1.16583	1.16477	1.16504	2202	0	0
2025.10.07	23:00:00	1.16503	1.16584	1.16490	1.16566	1531	0	0
2025.10.08	00:00:00	1.16563	1.16579	1.16522	1.16553	990	0	8
2025.10.08	01:00:00	1.16557	1.16611	1.16554	1.16593	718	0	0
2025.10.08	02:00:00	1.16594	1.16594	1.16528	1.16529	1300	0	0
2025.10.08	03:00:00	1.16528	1.16532	1.16456	1.16473	2171	0	0
2025.10.08	04:00:00	1.16473	1.16473	1.16261	1.16267	3931	0	0
2025.10.08	05:00:00	1.16267	1.16273	1.16170	1.16238	2513	0	0
2025.10.08	06:00:00	1.16238	1.16247	1.16176	1.16240	1439	0	0
2025.10.08	07:00:00	1.16240	1.16253	1.16161	1.16192	1344	0	0
2025.10.08	08:00:00	1.16191	1.16194	1.16122	1.16172	1781	0	0
2025.10.08	09:00:00	1.16173	1.16203	1.16070	1.16165	3842	0	0
2025.10.08	10:00:00	1.16167	1.16342	1.16117	1.16311	4789	0	0
2025.10.08	11:00:00	1.16311	1.16356	1.16107	1.16146	3454	0	0
2025.10.08	12:00:00	1.16147	1.16203	1.16061	1.16114	3604	0	0
2025.10.08	13:00:00	1.16113	1.16364	1.16091	1.16337	2924	0	0
2025.10.08	14:00:00	1.16337	1.16347	1.16252	1.16262	2947	0	0
2025.10.08	15:00:00	1.16262	1.16379	1.16247	1.16325	3166	0	0
2025.10.08	16:00:00	1.16325	1.16447	1.16274	1.16320	4387	0	0
2025.10.08	17:00:00	1.16319	1.16363	1.16204	1.16217	4319	0	0
2025.10.08	18:00:00	1.16215	1.16220	1.16030	1.16059	4039	0	0
2025.10.08	19:00:00	1.16062	1.16069	1.15983	1.16053	2722	0	0
2025.10.08	20:00:00	1.16053	1.16093	1.16024	1.16074	2166	0	0
2025.10.08	21:00:00	1.16075	1.16222	1.15996	1.16200	4802	0	0
2025.10.08	22:00:00	1.16203	1.16284	1.16203	1.16281	2535	0	0
2025.10.08	23:00:00	1.16280	1.16324	1.16251	1.16253	1764	0	0
2025.10.09	00:00:00	1.16252	1.16288	1.16205	1.16283	2255	0	18
2025.10.09	01:00:00	1.16282	1.16349	1.16274	1.16336	927	0	0
2025.10.09	02:00:00	1.16337	1.16338	1.16281	1.16292	1452	0	0
2025.10.09	03:00:00	1.16292	1.16411	1.16281	1.16371	2440	0	0
2025.10.09	04:00:00	1.16371	1.16455	1.16365	1.16400	3082	0	0
2025.10.09	05:00:00	1.16399	1.16477	1.16390	1.16439	1494	0	0
2025.10.09	06:00:00	1.16439	1.16465	1.16406	1.16448	1170	0	0
2025.10.09	07:00:00	1.16448	1.16470	1.16420	1.16456	983	0	0
2025.10.09	08:00:00	1.16454	1.16481	1.16384	1.16385	1458	0	0
2025.10.09	09:00:00	1.16385	1.16387	1.16115	1.16157	4407	0	0
2025.10.09	10:00:00	1.16157	1.16234	1.16064	1.16111	4457	0	0
2025.10.09	11:00:00	1.16111	1.16146	1.16031	1.16124	3753	0	0
2025.10.09	12:00:00	1.16125	1.16272	1.16108	1.16256	4350	0	0
2025.10.09	13:00:00	1.16261	1.16274	1.16131	1.16186	2605	0	0
2025.10.09	14:00:00	1.16186	1.16221	1.16093	1.16121	3308	0	0
2025.10.09	15:00:00	1.16123	1.16164	1.16051	1.16151	4207	0	0
2025.10.09	16:00:00	1.16151	1.16231	1.15915	1.16027	7345	0	0
2025.10.09	17:00:00	1.16026	1.16028	1.15764	1.15810	7638	0	0
2025.10.09	18:00:00	1.15807	1.15818	1.15472	1.15588	6421	0	0
2025.10.09	19:00:00	1.15589	1.15633	1.15525	1.15580	3978	0	0
2025.10.09	20:00:00	1.15581	1.15664	1.15540	1.15599	3983	0	0
2025.10.09	21:00:00	1.15598	1.15605	1.15422	1.15463	2631	0	0
2025.10.09	22:00:00	1.15463	1.15616	1.15463	1.15596	2345	0	0
2025.10.09	23:00:00	1.15594	1.15669	1.15587	1.15639	1514	0	0
2025.10.10	00:00:00	1.15637	1.15647	1.15536	1.15639	582	0	1
2025.10.10	01:00:00	1.15648	1.15670	1.15618	1.15647	789	0	0
2025.10.10	02:00:00	1.15647	1.15663	1.15571	1.15655	2139	0	0
2025.10.10	03:00:00	1.15653	1.15707	1.15607	1.15676	1769	0	0
2025.10.10	04:00:00	1.15676	1.15714	1.15626	1.15628	1736	0	0
2025.10.10	05:00:00	1.15629	1.15730	1.15626	1.15697	1395	0	0
2025.10.10	06:00:00	1.15697	1.15741	1.15674	1.15729	1224	0	0
2025.10.10	07:00:00	1.15729	1.15736	1.15676	1.15736	1074	0	0
2025.10.10	08:00:00	1.15737	1.15779	1.15696	1.15700	1498	0	0
2025.10.10	09:00:00	1.15699	1.15748	1.15611	1.15705	4158	0	0
2025.10.10	10:00:00	1.15704	1.15800	1.15640	1.15780	3926	0	0
2025.10.10	11:00:00	1.15780	1.15895	1.15754	1.15788	3367	0	0
2025.10.10	12:00:00	1.15789	1.15800	1.15688	1.15744	2615	0	0
2025.10.10	13:00:00	1.15745	1.15835	1.15705	1.15716	2304	0	0
2025.10.10	14:00:00	1.15716	1.15750	1.15606	1.15609	3342	0	0
2025.10.10	15:00:00	1.15609	1.15761	1.15591	1.15719	3440	0	0
2025.10.10	16:00:00	1.15719	1.15735	1.15619	1.15690	3837	0	0
2025.10.10	17:00:00	1.15691	1.15823	1.15649	1.15785	5108	0	0
2025.10.10	18:00:00	1.15785	1.16308	1.15780	1.16125	12067	0	0
2025.10.10	19:00:00	1.16126	1.16257	1.16042	1.16058	5672	0	0
2025.10.10	20:00:00	1.16057	1.16093	1.15971	1.16011	3130	0	0
2025.10.10	21:00:00	1.16012	1.16130	1.16000	1.16085	2396	0	0
2025.10.10	22:00:00	1.16086	1.16152	1.16038	1.16127	2102	0	0
2025.10.10	23:00:00	1.16128	1.16277	1.16039	1.16152	3515	0	0
2025.10.13	00:00:00	1.16095	1.16147	1.16085	1.16119	702	0	0
2025.10.13	01:00:00	1.16127	1.16127	1.15921	1.16030	3031	0	0
2025.10.13	02:00:00	1.16033	1.16101	1.16004	1.16016	2361	0	0
2025.10.13	03:00:00	1.16015	1.16160	1.16001	1.16158	3281	0	0
2025.10.13	04:00:00	1.16158	1.16211	1.16098	1.16199	3282	0	0
2025.10.13	05:00:00	1.16200	1.16276	1.16168	1.16195	1853	0	0
2025.10.13	06:00:00	1.16195	1.16218	1.16162	1.16207	1475	0	0
2025.10.13	07:00:00	1.16207	1.16251	1.16179	1.16203	1125	0	0
2025.10.13	08:00:00	1.16204	1.16238	1.16130	1.16149	1783	0	0
2025.10.13	09:00:00	1.16150	1.16299	1.16107	1.16141	3952	0	0
2025.10.13	10:00:00	1.16141	1.16158	1.15976	1.15998	5141	0	0
2025.10.13	11:00:00	1.15999	1.16049	1.15816	1.15855	4277	0	0
2025.10.13	12:00:00	1.15854	1.15982	1.15846	1.15942	2357	0	0
2025.10.13	13:00:00	1.15941	1.15958	1.15815	1.15836	2502	0	0
2025.10.13	14:00:00	1.15836	1.15942	1.15655	1.15684	4126	0	0
2025.10.13	15:00:00	1.15686	1.15765	1.15617	1.15685	3889	0	0
2025.10.13	16:00:00	1.15686	1.15775	1.15646	1.15751	4635	0	0
2025.10.13	17:00:00	1.15751	1.15752	1.15575	1.15612	4316	0	0
2025.10.13	18:00:00	1.15612	1.15755	1.15601	1.15740	2562	0	0
2025.10.13	19:00:00	1.15740	1.15791	1.15697	1.15754	2572	0	0
2025.10.13	20:00:00	1.15754	1.15771	1.15698	1.15732	1788	0	0
2025.10.13	21:00:00	1.15733	1.15776	1.15658	1.15684	1691	0	0
2025.10.13	22:00:00	1.15685	1.15740	1.15660	1.15662	1444	0	0
2025.10.13	23:00:00	1.15662	1.15712	1.15651	1.15695	1550	0	0
2025.10.14	00:00:00	1.15678	1.15726	1.15659	1.15711	692	0	3
2025.10.14	01:00:00	1.15713	1.15738	1.15678	1.15679	956	0	0
2025.10.14	02:00:00	1.15679	1.15699	1.15637	1.15658	1131	0	0
2025.10.14	03:00:00	1.15656	1.15673	1.15551	1.15610	2935	0	0
2025.10.14	04:00:00	1.15612	1.15734	1.15608	1.15707	2437	0	0
2025.10.14	05:00:00	1.15708	1.15765	1.15705	1.15738	1515	0	0
2025.10.14	06:00:00	1.15738	1.15819	1.15715	1.15787	1596	0	0
2025.10.14	07:00:00	1.15788	1.15927	1.15783	1.15919	2894	0	0
2025.10.14	08:00:00	1.15922	1.15936	1.15826	1.15845	3142	0	0
2025.10.14	09:00:00	1.15845	1.15896	1.15630	1.15701	5811	0	0
2025.10.14	10:00:00	1.15700	1.15747	1.15425	1.15495	6211	0	0
2025.10.14	11:00:00	1.15495	1.15608	1.15457	1.15591	4564	0	0
2025.10.14	12:00:00	1.15592	1.15632	1.15516	1.15551	3785	0	0
2025.10.14	13:00:00	1.15550	1.15596	1.15512	1.15535	3695	0	0
2025.10.14	14:00:00	1.15535	1.15584	1.15463	1.15521	3751	0	0
2025.10.14	15:00:00	1.15521	1.15653	1.15480	1.15556	4914	0	0
2025.10.14	16:00:00	1.15556	1.15830	1.15544	1.15741	7015	0	0
2025.10.14	17:00:00	1.15741	1.15974	1.15690	1.15941	6487	0	0
2025.10.14	18:00:00	1.15943	1.16083	1.15866	1.16073	5622	0	0
2025.10.14	19:00:00	1.16073	1.16150	1.16011	1.16094	5577	0	0
2025.10.14	20:00:00	1.16093	1.16123	1.16018	1.16094	3086	0	0
2025.10.14	21:00:00	1.16093	1.16118	1.16035	1.16051	2495	0	0
2025.10.14	22:00:00	1.16049	1.16113	1.16044	1.16056	3234	0	0
2025.10.14	23:00:00	1.16055	1.16079	1.15999	1.16063	1532	0	0
2025.10.15	00:00:00	1.16062	1.16086	1.15999	1.16071	464	0	0
2025.10.15	01:00:00	1.16073	1.16094	1.16035	1.16035	1057	0	0
2025.10.15	02:00:00	1.16036	1.16058	1.16019	1.16033	1087	0	0
2025.10.15	03:00:00	1.16032	1.16141	1.16018	1.16105	2682	0	0
2025.10.15	04:00:00	1.16105	1.16229	1.16071	1.16191	3079	0	0
2025.10.15	05:00:00	1.16192	1.16259	1.16180	1.16229	2171	0	0
2025.10.15	06:00:00	1.16229	1.16242	1.16186	1.16223	1835	0	0
2025.10.15	07:00:00	1.16226	1.16244	1.16169	1.16184	1352	0	0
2025.10.15	08:00:00	1.16184	1.16268	1.16184	1.16196	1847	0	0
2025.10.15	09:00:00	1.16196	1.16386	1.16176	1.16342	3989	0	0
2025.10.15	10:00:00	1.16342	1.16445	1.16294	1.16358	4670	0	0
2025.10.15	11:00:00	1.16357	1.16454	1.16315	1.16327	3908	0	0
2025.10.15	12:00:00	1.16327	1.16392	1.16280	1.16347	3499	0	0
2025.10.15	13:00:00	1.16346	1.16351	1.16205	1.16243	2462	0	0
2025.10.15	14:00:00	1.16242	1.16323	1.16197	1.16199	2743	0	0
2025.10.15	15:00:00	1.16201	1.16277	1.16138	1.16176	4904	0	0
2025.10.15	16:00:00	1.16177	1.16320	1.16106	1.16273	6367	0	0
2025.10.15	17:00:00	1.16273	1.16301	1.16195	1.16246	4230	0	0
2025.10.15	18:00:00	1.16247	1.16473	1.16185	1.16371	5173	0	0
2025.10.15	19:00:00	1.16374	1.16409	1.16285	1.16399	3702	0	0
2025.10.15	20:00:00	1.16400	1.16403	1.16269	1.16294	4290	0	0
2025.10.15	21:00:00	1.16295	1.16374	1.16279	1.16332	2606	0	0
2025.10.15	22:00:00	1.16331	1.16449	1.16329	1.16444	1873	0	0
2025.10.15	23:00:00	1.16443	1.16478	1.16428	1.16469	1629	0	0
2025.10.16	00:00:00	1.16467	1.16467	1.16421	1.16433	793	0	0
2025.10.16	01:00:00	1.16437	1.16520	1.16431	1.16464	1156	0	0
2025.10.16	02:00:00	1.16465	1.16472	1.16448	1.16459	979	0	0
2025.10.16	03:00:00	1.16458	1.16670	1.16429	1.16632	3384	0	0
2025.10.16	04:00:00	1.16633	1.16754	1.16612	1.16699	3436	0	0
2025.10.16	05:00:00	1.16700	1.16748	1.16643	1.16661	2536	0	0
2025.10.16	06:00:00	1.16661	1.16673	1.16617	1.16621	1708	0	0
2025.10.16	07:00:00	1.16621	1.16622	1.16558	1.16561	1158	0	0
2025.10.16	08:00:00	1.16561	1.16615	1.16539	1.16600	2251	0	0
2025.10.16	09:00:00	1.16600	1.16680	1.16522	1.16539	4103	0	0
2025.10.16	10:00:00	1.16539	1.16567	1.16430	1.16522	5001	0	0
2025.10.16	11:00:00	1.16520	1.16599	1.16487	1.16590	3856	0	0
2025.10.16	12:00:00	1.16590	1.16639	1.16524	1.16583	2947	0	0
2025.10.16	13:00:00	1.16583	1.16630	1.16530	1.16554	2879	0	0
2025.10.16	14:00:00	1.16554	1.16564	1.16463	1.16540	3419	0	0
2025.10.16	15:00:00	1.16541	1.16617	1.16490	1.16605	4428	0	0
2025.10.16	16:00:00	1.16606	1.16642	1.16501	1.16577	5366	0	0
2025.10.16	17:00:00	1.16576	1.16780	1.16536	1.16771	5213	0	0
2025.10.16	18:00:00	1.16771	1.16781	1.16612	1.16645	4409	0	0
2025.10.16	19:00:00	1.16645	1.16790	1.16642	1.16770	5860	0	0
2025.10.16	20:00:00	1.16770	1.16937	1.16767	1.16883	5010	0	0
2025.10.16	21:00:00	1.16882	1.16934	1.16804	1.16894	3817	0	0
2025.10.16	22:00:00	1.16895	1.16943	1.16871	1.16889	3104	0	0
2025.10.16	23:00:00	1.16889	1.16914	1.16848	1.16869	1518	0	0
2025.10.17	00:00:00	1.16870	1.16892	1.16820	1.16875	580	0	4
2025.10.17	01:00:00	1.16876	1.16960	1.16867	1.16946	1568	0	0
2025.10.17	02:00:00	1.16947	1.16996	1.16933	1.16991	1375	0	0
2025.10.17	03:00:00	1.16991	1.17114	1.16952	1.17068	2458	0	0
2025.10.17	04:00:00	1.17066	1.17097	1.17000	1.17010	3591	0	0
2025.10.17	05:00:00	1.17009	1.17114	1.16953	1.17052	2268	0	0
2025.10.17	06:00:00	1.17052	1.17124	1.17046	1.17093	1673	0	0
2025.10.17	07:00:00	1.17094	1.17122	1.17063	1.17099	1434	0	0
2025.10.17	08:00:00	1.17099	1.17284	1.17097	1.17231	2113	0	0
2025.10.17	09:00:00	1.17232	1.17266	1.17085	1.17109	5498	0	0
2025.10.17	10:00:00	1.17107	1.17151	1.16935	1.17117	7901	0	0
2025.10.17	11:00:00	1.17117	1.17162	1.16917	1.16973	5347	0	0
2025.10.17	12:00:00	1.16973	1.17079	1.16965	1.17013	3163	0	0
2025.10.17	13:00:00	1.17012	1.17026	1.16874	1.16896	3346	0	0
2025.10.17	14:00:00	1.16896	1.16971	1.16804	1.16850	5194	0	0
2025.10.17	15:00:00	1.16852	1.16863	1.16670	1.16764	5415	0	0
2025.10.17	16:00:00	1.16763	1.16813	1.16690	1.16705	5925	0	0
2025.10.17	17:00:00	1.16705	1.16732	1.16566	1.16670	6640	0	0
2025.10.17	18:00:00	1.16670	1.16734	1.16609	1.16733	4473	0	0
2025.10.17	19:00:00	1.16734	1.16794	1.16698	1.16709	3376	0	0
2025.10.17	20:00:00	1.16708	1.16758	1.16670	1.16678	2849	0	0
2025.10.17	21:00:00	1.16679	1.16743	1.16638	1.16679	2734	0	0
2025.10.17	22:00:00	1.16680	1.16712	1.16660	1.16706	1811	0	0
2025.10.17	23:00:00	1.16706	1.16706	1.16476	1.16490	1990	0	0
2025.10.20	00:00:00	1.16633	1.16658	1.16547	1.16548	614	0	8
2025.10.20	01:00:00	1.16549	1.16576	1.16518	1.16561	1594	0	0
2025.10.20	02:00:00	1.16560	1.16617	1.16543	1.16579	1210	0	0
2025.10.20	03:00:00	1.16580	1.16665	1.16579	1.16665	2738	0	0
2025.10.20	04:00:00	1.16665	1.16675	1.16566	1.16600	2118	0	0
2025.10.20	05:00:00	1.16601	1.16707	1.16601	1.16657	1525	0	0
2025.10.20	06:00:00	1.16658	1.16687	1.16649	1.16682	1342	0	0
2025.10.20	07:00:00	1.16682	1.16739	1.16656	1.16715	1214	0	0
2025.10.20	08:00:00	1.16715	1.16756	1.16700	1.16737	1543	0	0
2025.10.20	09:00:00	1.16735	1.16735	1.16567	1.16585	3587	0	0
2025.10.20	10:00:00	1.16585	1.16682	1.16537	1.16625	3797	0	0
2025.10.20	11:00:00	1.16626	1.16665	1.16579	1.16635	3650	0	0
2025.10.20	12:00:00	1.16635	1.16677	1.16591	1.16620	3903	0	0
2025.10.20	13:00:00	1.16620	1.16630	1.16513	1.16534	2741	0	0
2025.10.20	14:00:00	1.16533	1.16565	1.16444	1.16565	2968	0	0
2025.10.20	15:00:00	1.16565	1.16604	1.16503	1.16534	4010	0	0
2025.10.20	16:00:00	1.16536	1.16545	1.16463	1.16491	4281	0	0
2025.10.20	17:00:00	1.16491	1.16643	1.16476	1.16537	3918	0	0
2025.10.20	18:00:00	1.16537	1.16644	1.16525	1.16550	3818	0	0
2025.10.20	19:00:00	1.16550	1.16582	1.16494	1.16498	2463	0	0
2025.10.20	20:00:00	1.16496	1.16528	1.16414	1.16433	1977	0	0
2025.10.20	21:00:00	1.16433	1.16484	1.16384	1.16463	1782	0	0
2025.10.20	22:00:00	1.16464	1.16492	1.16399	1.16409	1366	0	0
2025.10.20	23:00:00	1.16410	1.16444	1.16403	1.16414	1137	0	0
2025.10.21	00:00:00	1.16413	1.16448	1.16393	1.16441	486	0	0
2025.10.21	01:00:00	1.16447	1.16455	1.16428	1.16432	722	0	0
2025.10.21	02:00:00	1.16432	1.16451	1.16426	1.16443	751	0	0
2025.10.21	03:00:00	1.16441	1.16552	1.16432	1.16531	1980	0	0
2025.10.21	04:00:00	1.16531	1.16531	1.16420	1.16448	2212	0	0
2025.10.21	05:00:00	1.16451	1.16452	1.16327	1.16341	2473	0	0
2025.10.21	06:00:00	1.16341	1.16359	1.16330	1.16347	1267	0	0
2025.10.21	07:00:00	1.16346	1.16367	1.16321	1.16359	1573	0	0
2025.10.21	08:00:00	1.16359	1.16376	1.16245	1.16253	2658	0	0
2025.10.21	09:00:00	1.16252	1.16340	1.16187	1.16319	3309	0	0
2025.10.21	10:00:00	1.16318	1.16356	1.16216	1.16254	4529	0	0
2025.10.21	11:00:00	1.16252	1.16275	1.16127	1.16212	4428	0	0
2025.10.21	12:00:00	1.16212	1.16272	1.16160	1.16206	3119	0	0
2025.10.21	13:00:00	1.16207	1.16235	1.16065	1.16180	3591	0	0
2025.10.21	14:00:00	1.16180	1.16259	1.16092	1.16128	3701	0	0
2025.10.21	15:00:00	1.16128	1.16168	1.16020	1.16111	5241	0	0
2025.10.21	16:00:00	1.16110	1.16170	1.16026	1.16126	6368	0	0
2025.10.21	17:00:00	1.16126	1.16181	1.15977	1.16044	5977	0	0
2025.10.21	18:00:00	1.16044	1.16165	1.16041	1.16151	4029	0	0
2025.10.21	19:00:00	1.16153	1.16245	1.16079	1.16090	4652	0	0
2025.10.21	20:00:00	1.16089	1.16100	1.16015	1.16039	2816	0	0
2025.10.21	21:00:00	1.16039	1.16085	1.16035	1.16051	1901	0	0
2025.10.21	22:00:00	1.16051	1.16076	1.16000	1.16006	1722	0	0
2025.10.21	23:00:00	1.16008	1.16030	1.15990	1.15995	1045	0	0
2025.10.22	00:00:00	1.15995	1.16040	1.15950	1.16032	776	0	1
2025.10.22	01:00:00	1.16047	1.16049	1.15996	1.16002	902	0	0
